"","gid","y_start","y_end","lnpeaksize","left","nat","right","rel","EAP","ECA","LAC","MENA","NA","SAS","SSA","mul_bases","total_atks","nonterr_deaths","competitor","ly","lpop","polity","elevation","diversity","shr_trans","duration","dur2","lcomp","latks","polity2","polity2sqr","end"
"348",348,1970,NA,6.90775537490845,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.29787234042553,7.43709707260132,17.701509475708,-8,441.9939,0,0,46,2116,1.84021186828613,0.6931471824646,2,4,0
"349",349,1971,2005,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,1,10,5,8.34285714285714,9.74601459503174,15.1211366653442,9,508.4611,0,0,35,1225,2.23461222648621,2.39789533615112,19,361,1
"350",350,1970,NA,9.21034049987793,0,1,0,0,1,0,0,0,0,0,0,0,36,32,10.1489361702128,5.64095544815063,17.6212825775146,-7,702.4269,0,0,46,2116,2.41134405136108,3.61091780662537,3,9,0
"351",351,1990,2005,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,1,3,0,10.25,9.56689357757568,15.3888416290283,6,508.4611,0,0,16,256,2.42036819458008,1.3862943649292,16,256,1
"352",352,1995,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,12,14,52,6.66612243652344,20.7923049926758,9,621.8081,0,0,21,441,3.97029185295105,2.56494927406311,19,361,0
"353",353,1994,NA,4.60517024993896,0,1,0,0,0,0,0,0,0,1,0,0,5,3,51.0434782608696,6.80561828613281,20.8420581817627,9,621.8081,0,0,22,484,3.95207953453064,1.7917594909668,19,361,0
"354",354,1980,NA,2.30258512496948,0,1,0,0,0,0,0,0,0,1,0,0,21,3,37.1891891891892,6.63635778427124,20.7749576568604,9,621.8081,0,0,36,1296,3.64255237579346,3.09104251861572,19,361,0
"355",355,2010,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,4.71428571428571,9.36060237884521,18.779764175415,4,372.5321,0,0,6,36,1.74296927452087,0.6931471824646,14,196,0
"356",356,2004,NA,4.60517024993896,0,1,0,0,0,0,0,0,0,1,0,0,3,3,58.6923076923077,7.12071895599365,20.9174098968506,9,621.8081,0,0,12,144,4.08920335769653,1.3862943649292,19,361,0
"357",357,2011,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,13,7,65.3333333333333,7.40569400787354,20.9808959960938,9,621.8081,0.5,0,5,25,4.19469261169434,2.63905739784241,19,361,0
"358",358,1970,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,71,126,10.1489361702128,7.14371538162231,17.7652950286865,-3,702.4269,0,0,46,2116,2.41134405136108,4.27666616439819,7,49,0
"359",359,1970,2012,6.90775537490845,0,1,0,0,1,0,0,0,0,0,0,1,2,0,6.13953488372093,6.338707447052,17.3232002258301,-7,494.91745,0,0,43,1849,1.96564757823944,1.0986123085022,3,9,1
"360",360,2007,NA,9.21034049987793,0,0,0,1,0,0,0,1,0,0,0,0,1,49,18.3,8.65706157684326,17.4318885803223,6,312.0478,0,0,9,81,2.96010518074036,0.6931471824646,16,256,0
"361",361,2006,2009,NA,0,1,0,0,0,1,0,0,0,0,0,0,2,2,3.75,9.26220417022705,18.7769908905029,4,372.5321,0,0,4,16,1.55814456939697,1.0986123085022,14,196,1
"362",362,1992,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,4,3,49.04,7.29639148712158,20.95680809021,9,621.8081,0,0,24,576,3.91282272338867,1.60943794250488,19,361,0
"363",363,1970,1998,6.90775537490845,1,0,0,0,1,0,0,0,0,0,0,0,148,306,0,5.77256155014038,15.7247848510742,0,126.4433,0,0,29,841,0,5.00394630432129,10,100,1
"364",364,2014,NA,6.90775537490845,0,0,0,1,0,0,0,0,0,1,0,1,144,578,23.1666666666667,6.76936388015747,18.5082530975342,3,1451.369,0.5,0,2,4,3.184974193573,4.97673368453979,13,169,0
"365",365,1985,1986,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,9.83668327331543,16.1115036010742,8,498.576,0,1,2,4,1.0986123085022,1.3862943649292,18,324,1
"366",366,2002,2014,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11.3076923076923,6.46963930130005,17.1471900939941,6,2565.382,0,0,13,169,2.51022434234619,0.6931471824646,16,256,1
"367",367,2008,2015,NA,0,1,0,0,0,0,0,0,0,1,0,0,2,0,17.25,6.51580142974854,17.1591930389404,6,2565.382,0,0,8,64,2.90416502952576,1.0986123085022,16,256,1
"368",368,1975,1981,4.60517024993896,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,7.04481077194214,18.7856960296631,-7,367.1235,0,0,7,49,1.0986123085022,0.6931471824646,3,9,1
"369",369,1992,1999,9.21034049987793,0,1,0,0,0,1,0,0,0,0,0,1,26,16,0,8.2303352355957,15.0364189147949,6,756.7798,0.72189349112426,1,8,64,0,3.29583692550659,16,256,1
"370",370,2014,NA,9.21034049987793,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0.666666666666667,8.70218086242676,14.9989595413208,8.66666666666667,756.7798,0.5,0,2,4,0.510825634002686,1.3862943649292,18.6666660308838,348.444427490234,0
"371",371,1970,NA,6.90775537490845,0,0,1,0,0,0,0,0,1,0,0,0,6,6,5,10.2778949737549,19.2318553924561,10,725.6519,0,0,46,2116,1.7917594909668,1.94591009616852,20,400,0
"372",372,1998,2005,2.30258512496948,0,1,0,0,0,0,0,0,0,1,0,0,1,0,46.75,6.63635778427124,20.7749576568604,9,621.8081,0,0,8,64,3.86597895622253,0.6931471824646,19,361,1
"373",373,1988,NA,4.60517024993896,0,1,0,0,1,0,0,0,0,1,0,1,2,6,29.4655172413793,6.57863712310791,20.1907138824463,0.5,662.1175,0,0,28,784,3.41659545898438,1.0986123085022,10.5,110.25,0
"374",374,2003,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,12,0,58.1428571428571,6.87856292724609,20.8579006195068,9,621.8081,0,0,13,169,4.0799560546875,2.56494927406311,19,361,0
"375",375,1999,NA,2.30258512496948,0,1,0,0,0,0,0,0,0,1,0,0,8,2,55.2222222222222,6.66612243652344,20.7923049926758,9,621.8081,0,0,17,289,4.02931213378906,2.19722461700439,19,361,0
"376",376,1970,1991,NA,0,1,0,0,0,0,0,1,0,0,0,0,2,0,4.54545454545455,7.91947937011719,16.5118789672852,-9,312.0478,0,0,22,484,1.71297860145569,1.0986123085022,1,1,1
"377",377,1995,1995,2.30258512496948,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6,8.89773845672607,17.8843040466309,8,1167.001,0,0,1,1,1.94591009616852,0.6931471824646,18,324,1
"378",378,2004,NA,6.90775537490845,0,1,0,0,0,0,0,1,0,0,0,0,3,6,18.3846153846154,8.41244316101074,17.241813659668,3,312.0478,0,0,12,144,2.96447968482971,1.3862943649292,13,169,0
"379",379,2004,NA,4.60517024993896,0,1,0,0,0,1,0,1,0,0,0,1,23,129,12.6538461538462,9.0613260269165,17.7984237670898,6,739.5244,0,0,12,144,2.61402130126953,3.178053855896,16,256,0
"380",380,1974,NA,6.90775537490845,0,1,0,0,0,1,0,0,0,0,0,0,1479,2010,5.25581395348837,9.46235084533691,18.1434421539307,9,1167.001,0.675555555555556,0.0714285714285714,42,1764,1.83351123332977,7.29979753494263,19,361,0
"381",381,2015,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,2,20,5,6.51451063156128,17.1082382202148,0,999.8261,0,0,1,1,1.7917594909668,1.0986123085022,10,100,0
"382",382,2001,2002,2.30258512496948,0,0,0,1,0,0,0,0,0,1,0,0,2,27,25,6.74127817153931,18.7685260772705,-6,1018.028,0,0,2,4,3.25809645652771,1.0986123085022,4,16,1
"383",383,2009,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,10,4,37.625,6.953200340271,18.9756240844727,6,1018.028,0,0,7,49,3.65389966964722,2.39789533615112,16,256,0
"384",384,2004,NA,9.21034049987793,0,0,0,1,0,0,0,0,0,1,0,0,81,160,33.4615384615385,7.03896427154541,19.059268951416,7,1018.028,0.571428571428571,0,12,144,3.53984379768372,4.40671920776367,17,289,0
"385",385,1996,NA,4.60517024993896,0,0,0,1,0,0,0,0,0,1,0,1,108,951,41.0952380952381,6.61490774154663,20.149227142334,8,819.91805,0,0,20,400,3.73993468284607,4.6913480758667,18,324,0
"386",386,1989,NA,6.90775537490845,0,0,0,1,0,0,0,0,0,1,0,1,120,726,35.6785714285714,6.54127502441406,20.0902481079102,8,819.91805,0,0,27,729,3.60219264030457,4.79579067230225,18,324,0
"387",387,2000,2002,9.21034049987793,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3.66666666666667,7.72212266921997,19.1977462768555,6,367.1235,0,0,3,9,1.54044508934021,0.6931471824646,16,256,1
"388",388,1979,1986,4.60517024993896,1,0,0,0,0,0,0,1,0,0,0,0,7,3,11.875,NA,14.8003120422363,0,1249.193,0,0,8,64,2.55528736114502,2.0794415473938,10,100,1
"389",389,1987,1989,2.30258512496948,0,1,0,0,0,0,0,1,0,0,0,0,3,5,12,8.68019390106201,14.7970590591431,0,1249.193,0,0,3,9,2.56494927406311,1.3862943649292,10,100,1
"390",390,1982,1990,4.60517024993896,1,0,0,0,0,0,0,1,0,0,0,0,12,28,12.5555555555556,8.350172996521,14.8000516891479,0,1249.193,0,0.333333333333333,9,81,2.60679650306702,2.56494927406311,10,100,1
"391",391,1973,1974,2.30258512496948,1,0,0,0,0,0,0,1,0,0,0,0,4,2,6.5,NA,14.7459001541138,5,1249.193,0.444444444444444,1,2,4,2.01490306854248,1.60943794250488,15,225,1
"392",392,2014,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,10.3939456939697,15.9215574264526,6,508.4611,0,0,2,4,2.39789533615112,0.6931471824646,16,256,0
"393",393,2001,NA,6.90775537490845,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.25,8.183669090271,15.8308715820312,8,442.0694,0,1,15,225,0.223143547773361,1.0986123085022,18,324,0
"394",394,1976,2009,9.21034049987793,0,1,0,0,0,0,0,0,0,1,0,0,730,5440,0.705882352941177,7.86943483352661,16.8149909973145,5,228.2774,0.444444444444444,0.111111111111111,34,1156,0.534082472324371,6.59441328048706,15,225,1
"395",395,2010,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,5,9,7.14285714285714,7.51596450805664,17.4461765289307,-2,568.4538,0,0,6,36,2.09714102745056,1.7917594909668,8,64,0
"396",396,2005,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,0,59.25,6.95167064666748,20.8733901977539,9,621.8081,0,0,11,121,4.09850263595581,0.6931471824646,19,361,0
"397",397,2013,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,5,0,14.25,8.67401504516602,15.6549882888794,0,423.6434,0,0,3,9,2.72457957267761,1.7917594909668,10,100,0
"398",398,2012,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,7,2,13,8.71167469024658,15.6456823348999,0,423.6434,0,0,4,16,2.63905739784241,2.0794415473938,10,100,0
"399",399,2012,2014,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,40,26,NA,16.8016548156738,-9,513.9543,0,0,3,9,3.29583692550659,0.6931471824646,1,1,1
"400",400,2012,2014,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,26,NA,16.7705821990967,-9,513.9543,0,0,3,9,3.29583692550659,0.6931471824646,1,1,1
"401",401,1992,NA,6.90775537490845,0,0,0,1,0,0,0,0,0,0,1,1,200,970,4.37333333333333,6.67202138900757,17.5754070281982,0,733.185066666667,0.691871455576559,0.173913043478261,24,576,1.68144845962524,5.30330467224121,10,100,0
"402",402,1997,2003,4.60517024993896,0,1,0,0,0,1,0,0,0,0,0,0,23,8,13.5714285714286,10.3907270431519,17.8814029693604,10,162.5733,0.653061224489796,0.8,7,49,2.67906260490417,3.178053855896,20,400,1
"403",403,2012,2013,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,0,6,5,10,5.88002014160156,18.0493087768555,5,430.1534,0,0,2,4,2.39789533615112,1.94591009616852,15,225,1
"404",404,2015,NA,4.60517024993896,0,0,0,1,0,0,0,0,0,0,1,0,8,9,7,6.61455249786377,16.7055950164795,5,343.7438,0.5,0,1,1,2.0794415473938,2.19722461700439,15,225,0
"405",405,2009,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,2,0,17.375,6.46963930130005,17.1471900939941,6,2565.382,0,0,7,49,2.91099095344543,1.0986123085022,16,256,0
"406",406,2008,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,4,0,17.1111111111111,6.51580142974854,17.1591930389404,6,2565.382,0,0,8,64,2.89652562141418,1.60943794250488,16,256,0
"407",407,2007,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,1,2,16.1,6.51580142974854,17.1591930389404,6,2565.382,0,0,9,81,2.83907842636108,0.6931471824646,16,256,0
"408",408,2008,2008,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,15,6.31290292739868,17.0917434692383,6,2565.382,0,NA,1,1,2.7725887298584,0.6931471824646,16,256,1
"409",409,2009,2011,NA,0,1,0,0,0,0,0,0,0,1,0,0,4,0,18.3333333333333,6.38381671905518,17.1122035980225,6,2565.382,0,0,3,9,2.96183061599731,1.60943794250488,16,256,1
"410",410,2003,NA,6.90775537490845,0,1,0,0,0,0,0,1,0,0,0,0,10,34,17.5714285714286,8.56667423248291,17.3710327148438,6,312.0478,0,0,13,169,2.92162418365479,2.39789533615112,16,256,0
"411",411,1975,1975,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,8.51065254211426,17.4861545562744,9,1167.001,0,1,1,1,1.7917594909668,0.6931471824646,19,361,1
"412",412,1989,1994,4.60517024993896,1,0,0,0,0,0,1,0,0,0,0,0,170,17,2,8.74980545043945,16.4150276184082,8,1871.129,0.42,0.2,6,36,1.0986123085022,5.14166355133057,18,324,1
"413",413,1970,2004,6.90775537490845,1,0,0,0,0,0,0,0,0,1,0,0,25,82,19.9714285714286,5.92714834213257,20.2473278045654,7,621.8081,0,0,35,1225,3.04316091537476,3.25809645652771,17,289,1
"414",414,2002,NA,4.60517024993896,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6.66666666666667,9.23516750335693,18.0461826324463,7,1167.001,0,0,14,196,2.03688192367554,0.6931471824646,17,289,0
"415",415,2011,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,3,0,65.3333333333333,7.25587606430054,20.9441967010498,9,621.8081,0,0,5,25,4.19469261169434,1.3862943649292,19,361,0
"416",416,2005,2005,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,9.0504674911499,17.482795715332,8,595.62,0,1,1,1,0,1.3862943649292,18,324,1
"417",417,1972,1988,2.30258512496948,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8.29411764705882,10.3306369781494,17.8731307983398,9,375.12,0,0,17,289,2.22938179969788,0.6931471824646,19,361,1
"418",418,2013,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,2,0,4,10.2753276824951,17.6575412750244,10,704.6398,0,0,3,9,1.60943794250488,1.0986123085022,20,400,0
"419",419,2015,NA,2.30258512496948,0,0,0,1,1,0,0,0,0,0,0,0,8,5,12,7.9201226234436,18.4533443450928,8,441.9939,0.5625,0.142857142857143,1,1,2.56494927406311,2.19722461700439,18,324,0
"420",420,1987,1987,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,13,7,0,8.27437877655029,11.1895475387573,6,424.8582,0,0,1,1,0,2.63905739784241,16,256,1
"421",421,1979,1985,2.30258512496948,0,1,0,0,0,0,0,1,0,0,0,0,3,0,6.42857142857143,7.91947937011719,16.5118789672852,-9,312.0478,0,0,7,49,2.00533366203308,1.3862943649292,1,1,1
"422",422,1983,1986,2.30258512496948,1,0,0,0,0,0,0,0,1,0,0,0,6,0,7.25,10.2889623641968,19.2699432373047,10,725.6519,0,0,4,16,2.11021327972412,1.94591009616852,20,400,1
"423",423,1975,1975,2.30258512496948,1,0,0,0,0,1,0,0,0,0,0,0,5,0,9,10.0545387268066,17.8091602325439,8,375.12,0,0.8,1,1,2.30258512496948,1.7917594909668,18,324,1
"424",424,2002,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,3,4,5,5.3176589012146,18.0710830688477,1,1330.062,0,0,14,196,1.7917594909668,1.3862943649292,11,121,0
"425",425,2009,NA,NA,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1.5625,11.0176858901978,17.6218280792236,10,820.2248,0,0,7,49,0.940983355045319,0.6931471824646,20,400,0
"426",426,2012,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,7,0,5.8,10.0241851806641,16.203577041626,10,498.576,0,0,4,16,1.9169225692749,2.0794415473938,20,400,0
"427",427,2008,2008,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,1,5,9.31379318237305,18.7765522003174,4,372.5321,0,1,1,1,1.7917594909668,0.6931471824646,14,196,1
"428",428,2009,2009,2.30258512496948,0,0,1,0,0,0,0,0,1,0,0,0,1,2,3,10.7700757980347,19.5416145324707,10,725.6519,0,NA,1,1,1.3862943649292,0.6931471824646,20,400,1
"429",429,2011,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,9,4,11.3333333333333,8.67401504516602,15.6549882888794,0,423.6434,0,0,5,25,2.51230573654175,2.30258512496948,10,100,0
"430",430,2008,2008,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,8.61414909362793,15.8102407455444,8,442.0694,0,NA,1,1,0.6931471824646,0.6931471824646,18,324,1
"431",431,1999,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,8,9,0.222222222222222,7.01030540466309,17.6706714630127,9,762.8491,0,0,17,289,0.200670689344406,2.19722461700439,19,361,0
"432",432,2009,2009,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,1,18,6.34726810455322,17.101713180542,6,2565.382,0,NA,1,1,2.94443893432617,0.6931471824646,16,256,1
"433",433,1970,1981,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,102,83,2.5,8.86175346374512,16.9924411773682,-9,595.62,0.625,0.25,12,144,1.25276291370392,4.63472890853882,1,1,1
"434",434,1980,1992,4.60517024993896,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0.923076923076923,7.29794931411743,15.2535371780396,2,491.617,0,0,13,169,0.653926491737366,1.3862943649292,12,144,1
"435",435,1977,NA,9.21034049987793,0,0,0,1,1,0,0,0,0,0,0,0,196,437,5.925,7.43709707260132,17.701509475708,-8,441.9939,0,0,39,1521,1.93513810634613,5.28320360183716,2,4,0
"436",436,1972,NA,9.21034049987793,0,0,0,1,1,0,0,0,0,0,0,0,165,374,5.48888888888889,7.35161638259888,18.0844535827637,8,441.9939,0,0,44,1936,1.87009131908417,5.11198759078979,18,324,0
"437",437,2010,2010,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,8.40366458892822,17.4022922515869,2,572.8028,0,NA,1,1,1.0986123085022,0.6931471824646,12,144,1
"438",438,1991,2003,6.90775537490845,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0.923076923076923,7.97789335250854,17.4741821289062,-2.25,503.6498,0,0,13,169,0.653926491737366,0.6931471824646,7.75,60.0625,1
"439",439,2011,NA,4.60517024993896,0,0,0,1,0,0,0,1,0,0,1,1,32,66,2.16666666666667,7.4490008354187,16.7484951019287,1.5,416.725175,0.375,0.75,5,25,1.15267956256866,3.49650764465332,11.5,132.25,0
"440",440,2006,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,0,1,0,52,29,0.727272727272727,5.96182012557983,16.8060779571533,6,474.3347,0,0,10,100,0.546543717384338,3.97029185295105,16,256,0
"441",441,1982,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,53,110,0,6.7765097618103,16.1064338684082,8,69.0371,0,0,34,1156,0,3.98898410797119,18,324,0
"442",442,1982,1982,2.30258512496948,0,0,0,1,0,0,0,1,0,0,0,1,2,1,5.5,8.36437606811523,17.1534423828125,-7.5,808.7429,0,1,1,1,1.8718022108078,1.0986123085022,2.5,6.25,1
"443",443,2007,2008,6.90775537490845,0,1,0,0,0,0,0,0,0,0,1,0,5,15,1,5.80100965499878,16.5012016296387,6,474.3347,0.666666666666667,1,2,4,0.6931471824646,1.7917594909668,16,256,1
"444",444,1970,2004,4.60517024993896,1,0,0,0,0,0,1,0,0,0,0,0,305,41,0.628571428571429,8.37804508209229,16.1919422149658,-7,1871.129,0,0,35,1225,0.487703204154968,5.72358512878418,3,9,1
"445",445,1970,1977,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.25,NA,16.0535717010498,-7,345.2476,NA,NA,8,64,0.810930192470551,0,3,9,1
"446",446,1976,1992,6.90775537490845,0,0,1,0,0,0,0,0,0,0,1,1,174,2134,0.568627450980392,8.7158374786377,16.7739105224609,0,780.6019,0,0,17,289,0.450201004743576,5.16478586196899,10,100,1
"447",447,2004,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.025641025641,8.24068641662598,17.0857105255127,6,312.0478,0,1,12,144,2.40022349357605,0.6931471824646,16,256,0
"448",448,2004,2009,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,2,0,18.3333333333333,8.31832885742188,17.1615619659424,NA,312.0478,0,0,6,36,2.96183061599731,1.0986123085022,NA,NA,1
"449",449,2005,2006,6.90775537490845,0,0,0,1,0,0,0,1,0,0,0,0,4,63,19,8.32934284210205,17.1368675231934,NA,312.0478,0,0.666666666666667,2,4,2.99573230743408,1.60943794250488,NA,NA,1
"450",450,2012,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,5,1,12.4,7.88440322875977,15.330982208252,6,508.4611,0,0,4,16,2.59525465965271,1.7917594909668,16,256,0
"451",451,2008,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,7,77,36.8888888888889,7.07277297973633,19.0792541503906,7,1018.028,0,0,8,64,3.63465785980225,2.0794415473938,17,289,0
"452",452,2007,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,16,25,5.9,NA,16.4479846954346,5,409.9049,0,0,9,81,1.93152141571045,2.83321332931519,15,225,0
"453",453,1971,NA,4.60517024993896,0,1,0,0,0,1,0,1,0,0,0,1,92,497,6.98913043478261,10.0012950897217,17.6242580413818,9,343.5839,0,0,45,2025,2.07808184623718,4.53259944915771,19,361,0
"454",454,2010,NA,2.30258512496948,0,0,0,1,0,0,0,0,0,1,0,0,13,12,3.28571428571429,8.09032535552979,19.319652557373,8,367.1235,0,0,6,36,1.45528721809387,2.63905739784241,18,324,0
"455",455,2013,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,4,35,19.25,8.56667423248291,17.3710327148438,6,312.0478,0,0,3,9,3.00815486907959,1.60943794250488,16,256,0
"456",456,2012,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.8,6.44639825820923,17.239673614502,0,1884.71,0,0,4,16,1.9169225692749,0.6931471824646,10,100,0
"457",457,1970,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,94,177,2.12765957446809,7.6301589012146,18.1380786895752,-6,321.5979,0,0,46,2116,1.1402850151062,4.55387687683105,4,16,0
"458",458,2002,2003,2.30258512496948,0,0,0,1,0,0,0,0,0,1,0,0,1,0,25,6.77814912796021,18.8107166290283,-5,1018.028,0,1,2,4,3.25809645652771,0.6931471824646,5,25,1
"459",459,1996,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,0,52.9047619047619,7.40569400787354,20.9808959960938,9,621.8081,0,0,20,400,3.98721885681152,0.6931471824646,19,361,0
"460",460,1998,1998,4.60517024993896,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,8.63821792602539,17.6081218719482,9,1034.837,0,1,1,1,0.6931471824646,0.6931471824646,19,361,1
"461",461,1978,2001,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,0,155,188,11.5833333333333,6.3213267326355,18.1730918884277,-7,1018.028,0,0,24,576,2.53237318992615,5.04985618591309,3,9,1
"462",462,2015,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,8,56,3,9.97617816925049,17.2673110961914,-10,665.2062,0,0,1,1,1.3862943649292,2.19722461700439,0,0,0
"463",463,2005,2005,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.4501371383667,16.0265731811523,8,1192.57,0,1,1,1,0,0.6931471824646,18,324,1
"464",464,1988,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,0,1,1,2,1,3.75862068965517,5.9192795753479,17.2197265625,-2,815.5507,0,0,28,784,1.55995786190033,1.0986123085022,8,64,0
"465",465,2012,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,1,6,6.55931568145752,16.6465358734131,5,343.7438,0,0,4,16,1.94591009616852,0.6931471824646,15,225,0
"466",466,2006,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,3,0,8.90909090909091,5.77647686004639,17.9492263793945,5,430.1534,0,0,10,100,2.293452501297,1.3862943649292,15,225,0
"467",467,1989,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,0,5,8,14.25,5.73201370239258,17.6340885162354,-7,702.4269,0,0,27,729,2.72457957267761,1.7917594909668,3,9,0
"468",468,1988,NA,6.90775537490845,0,1,0,0,1,0,0,0,0,1,0,1,120,352,19.8390804597701,7.0104660987854,19.8165092468262,-1.666667,621.8081,0,0,28,784,3.03683018684387,4.79579067230225,8.33333301544189,69.4444427490234,0
"469",469,2011,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1.66666666666667,8.93263149261475,17.828125,9,1034.837,0,0,5,25,0.980829238891602,0.6931471824646,19,361,0
"470",470,1970,NA,6.90775537490845,1,0,0,0,0,0,1,0,0,0,0,0,1244,912,3,8.47114372253418,17.5288124084473,7,593.12,0.666351606805293,0.0975609756097561,46,2116,1.3862943649292,7.12689065933228,17,289,0
"471",471,2008,2008,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,53,7.05352735519409,20.9032077789307,9,621.8081,0,NA,1,1,3.98898410797119,0.6931471824646,19,361,1
"472",472,2008,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,25,3,0.111111111111111,5.46258211135864,16.0476417541504,6,1504.207,0,0,8,64,0.105360515415668,3.25809645652771,16,256,0
"473",473,2012,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,3,0,5,10.6304264068604,18.0099430084229,9,375.12,0,0,4,16,1.7917594909668,1.3862943649292,19,361,0
"474",474,1989,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,1,38,132,26.625,6.55190563201904,20.2508964538574,7.5,353.6421,0,0.125,27,729,3.3187210559845,3.66356158256531,17.5,306.25,0
"475",475,1989,1989,2.30258512496948,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,8.7506628036499,12.89794921875,-1,246.0742,0,0.5,1,1,0,1.0986123085022,9,81,1
"476",476,1984,1995,6.90775537490845,1,0,0,0,0,0,0,1,0,0,1,1,11,19,1.11111111111111,6.83389377593994,15.650842666626,-4.666667,306.0184,0,1,12,144,0.747214376926422,2.4849066734314,5.33333301544189,28.4444408416748,1
"477",477,1986,1986,2.30258512496948,0,1,0,0,0,0,0,1,0,0,0,0,3,0,14,NA,14.8003120422363,0,1249.193,0,1,1,1,2.70805025100708,1.3862943649292,10,100,1
"478",478,1988,NA,6.90775537490845,0,1,0,0,0,0,0,0,0,1,0,0,55,40,44.8620689655172,6.95167064666748,20.8733901977539,9,621.8081,0,0,28,784,3.82563829421997,4.02535152435303,19,361,0
"479",479,1988,NA,6.90775537490845,0,1,0,0,1,0,0,0,0,1,0,1,23,2,29.4655172413793,6.89923286437988,20.250560760498,1.5,662.1175,0.444444444444444,0,28,784,3.41659545898438,3.178053855896,11.5,132.25,0
